Track Id,Artist,Title,Year,Hotness,Duration,Album Name,Album ID
TRAGKLK12903CC4264,Storyville,Enough,1998,0.0,263.41832,Dog Years,762191
TRAGKMU128F429757E,The High Strung,The Luck You Got,2005,0.0,187.27138,Moxie Bravo,171356
TRAGKMU128F9305831,Tony Martin,September Song,0,0.0,182.85669,The Great Vocalists,489685
TRAGKPD128F4275DF9,Jo Privat,Rodriguez Pena,0,nan,153.36444,Rendez Vous Au Balajo,158319
TRAGKPS12903CA7AE5,Jah Cure,I'm Free,0,0.0,224.02567,I'm Free - Single,795325
TRAGKQO128F92F0E10,James Carter,Strange Fruit,2003,0.319565986882865,258.42893,Gardenias For Lady Day,527212
TRAGKTN128F933C68B,Pursuit Of Happiness,Down On Him,1988,0.42744657148843085,151.01342,Love Junk,555129
TRAGKUI128F92F4698,Mithotyn,Guided By History,1999,0.5142983312649133,391.02649,Gathered Around The Oaken Table,528923
TRAGKVI128F1459B5E,Francis Lai,Search For Jenny,1970,0.5317220984213001,184.45016,Love Story,23399
TRAGKXH128F933D9BB,Beres Hammond,Missing You For A Mile,0,0.0,252.55138,Have A Nice Weekend,639392
TRAGKXX128F424F3B5,UK Subs,Crash Course,1979,0.4994458348006321,140.30322,Time Warp:  Greatest Hits,197147
TRAGLAE12903CFFEED,Embrace the End,Ley Lines,2008,nan,364.14649,Ley Lines,739757
TRAGLAG128F14ADD03,Steve Green,Even A Child - Proverbs 20:11,0,0.257510119781359,78.81098,Hide Em In Your Heart Vol 1,64371
TRAGLCK12903CDD07F,Marc Perrone,Sirène,0,nan,13.5571,Voyages,726646
TRAGLEQ128F934055A,Leonardo Favio,Porque Yo Te Amo,0,0.5033812362063191,201.50812,Baladas De Amor,511640
TRAGLFC12903CA6A5D,Gloria Lasso,Termina La Feria,0,nan,187.92444,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),751145
TRAGLFE128F428566B,Patrick Bruel,Au Bout De La Marelle,1999,0.40003965695463956,257.2273,Juste Avant,293740
TRAGLHT12903CCDB86,Julie Zenatti,Ma Douleur...,0,0.21204540548371908,287.92118,Plus De Diva,763965
TRAGLKL12903CEDE95,Delroy Wilson,Rain from the Skies Mix 2,0,0.5657499395297862,157.57016,Sings Studio One Hits,823059
TRAGLMS128F425FE0A,DeGarmo & Key,Destined To Win,1988,0.5033812362063191,203.62404,Collecton,150859
TRAGLRX128F932A5A3,Pentangle,I Saw An Angel,0,0.0,172.38159,The Time Has Come 1967-1973,414912
TRAGLSM128F42253BF,Los Tres Diamantes,Begin The Beguine,0,nan,175.43791,Boleros In Trío,231930
TRAGLST128F92D93E1,Small Facers,Happiness Stan - Original,0,0.0,1141.08036,The Very Best Of CD2,428150
TRAGLSU128F145FFB2,K-OS,Heaven Only Knows,2002,0.5423075261686486,235.04934,Exit,25586
TRAGLTB128F9360F00,Michael Landau,The Mighty SB,0,0.0,597.41995,Michael Landau Group Live,653740
TRAGLUL128F426F94C,Jack Sheldon,Trane's Strain,0,0.0,283.92444,Playing For Change,257984
TRAGLUU12903D024F2,Dave Hollister,I'm Wrong,2006,nan,301.87057,The Definitive Collection,606836
TRAGLXF128E078703E,Handsome Boy Modeling School,I've Been Thinking featuring Cat Power (Album Version),2004,0.5054873431493758,324.07465,White People,8986
TRAGLXV128F42601B8,Michael Gettel,The Journey North,1999,0.0,338.75546,The Journey North,150938
TRAGLZM128F931C995,The B-52's,Tell It Like It T-I-IS (Album Version),1992,0.47405483093120077,313.20771,Good Stuff,542754
TRAGMAD128F429AEA4,Gordon MacRae,Just One Girl,0,nan,134.89587,Songs From 'By The Light Of The Silvery Moon' and Other Selections,301421
TRAGMKE128E078543E,Maire Brennan,Song Of David (LP Version),0,0.4944895175021134,248.34567,Perfect Time,6953
TRAGMTY128F4260063,Babbie Mason,Pray On,0,0.0,240.84853,No Better Place,150913
TRAGMXK128F9305A50,Bersuit Vergarabat,De Onda,1998,0.49271363957256076,181.18485,Libertinaje,344890
TRAGMXM128F934AA30,Major Lance,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),0,0.6782216268937635,134.03383,The Very Best of Sixties Soul,645457
TRAGNAX128F9313AE8,Doyle Bramhall,That's How Strong My Love Is,0,0.21508031850922793,254.35383,Fitchburg Street,539363
TRAGNBQ128F149CB93,Fall Out Boy,The Carpal Tunnel Of Love,2007,0.7204315384741605,203.91138,Infinity On High,57000
TRAGNCM128F92EF1E8,Hank Locklin,(Sittin') Alone At A Table For Two,0,nan,168.6722,I Always Lose,526980
TRAGNFZ12903CD04C2,Deckard,Deckard,0,nan,175.90812,The Now Factor,721687
TRAGNGY12903C9CD76,Tantric,Coming Undone,2009,0.6434786856080126,176.43057,Mind Control,570488
TRAGNMP128F92EFD64,Bedwetters,Like A Deck Of Cards,0,nan,202.91873,Meet the F@cking Bedwetters,527484
TRAGNOH128F42A87FF,The Refreshments,Here we are,0,0.0,184.5024,Trouble Boys,305368
TRAGNOK12903CE7FF6,Organ Donors,Tranceplant,0,nan,433.71057,Tranceplant,597790
TRAGNQK12903CCB987,David Tao,Summer Love Triangle,2009,nan,260.33587,Zero To Hero,587631
TRAGNUI128F1471068,Whitesnake,Don't Mess With Me (2006 Digital Remaster),1978,0.3016817567316363,204.14649,Trouble,33120
TRAGNXF128F933A80E,Mirah,Apples in the Trees (Live),0,0.0,158.09261,Voices from the Siren Nation Vol. 2 - Live at the Wonder Ballroom,370932
TRAGNYU128F42246AC,Dee Clark,Just Keep It Up,1990,nan,132.07465,Rain Drops,176888
TRAGOEA128F1456EAA,Tom Cochrane,Revelations:  Visions In A Dream,0,0.0,208.79628,Hang On To Your Resistance (The Early Years),22484
TRAGOEW128F427A209,Charlie Byrd / Laurindo Almeida,Choro II,0,nan,172.43383,Brazilian Soul,213943
TRAGOJJ128EF3669D8,Mercedes Castro,Vendiste Los Gueyes -Maldita Miseria-,0,nan,184.42404,Mercedes Castro Acompañada con Mariachi Y Banda - En vivo,85340
TRAGOJT128F930735A,Clarisse Lavanant,Beaux parleurs,0,nan,175.17669,Vers l'imaginaire,345513
TRAGOKC128F42472B9,The Skabs,Woe is Woman,0,0.0,121.65179,Content,256119
TRAGOMV128F4274745,Kassav',An Mouvman,2009,0.0,268.90404,Se Nou Manm (Live Au Zenith),288001
TRAGONI128F4292FAE,BeauSoleil,'Ti Monde (LP Version),1991,0.0,268.30322,Cajun Conja,109053
TRAGOQJ128F92F44ED,Tum Tum,Money In Da Bank [Screwed],0,nan,188.94322,The Return Of O-Tumma,657107
TRAGOUB128F42369BA,Michelle Tumes,Hold On (LP Version),0,0.26586104921065007,265.29914,Streams,132377
TRAGOVG128F42A963D,Korn,Make Me Bad,1999,nan,231.73179,Crossing All Over Vol. 12,303436
TRAGOVH128F42480F5,Knack,Seven Days Of Heaven,0,0.33023468276864437,285.51791,Normal as the Next Guy,252899
TRAGPAD128F42990B7,Olivier Messiaen,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),0,0.0,647.60118,Messiaen Oeuvres Orgue,112605
TRAGPAF128EF34542A,From Autumn To Ashes,Sensory Deprivation Adventure,2007,0.600471580614151,175.80363,Holding A Wolf By The Ears,69820
TRAGPAW12903CEFD43,The Jackson Southernaires,Lord We Give You All The Praise,0,nan,356.10077,Hear Our Prayers O Lord,600648
TRAGPEA128F422B47E,Casiotone For The Painfully Alone,Dying Batteries,2001,0.6739598444058943,51.01669,The First Two Albums,234421
TRAGPFL128EF342E1D,Redman / Hurricane G / Melanie Rutherford,Soopman Luva 6 1/2,0,0.3867901771390143,113.65832,Red Gone Wild,68737
TRAGPKF128F427B439,Cristy Lane,Making Up For Lost Time (Footprints In The Sand Album Version),0,nan,196.80608,Footprints In The Sand,214868
TRAGPMR128F930C0D8,Humble Pie,30 Days In The Hole (Live),0,nan,469.44608,30 Days In The Hole (Live & Dangerous),620643
TRAGPMS128F4248295,Patton Oswalt,A Brief History of Shitty Comedy,2004,0.5096409655518045,121.96526,Feelin' Kinda Patton,271629
TRAGPNN128F4230758,Kingston Trio,Tom Dooley,0,nan,199.94077,The Greatest Stars Of Folk Music,236630
TRAGPOW128F932DC3A,Barrio Obrero,Un Ojo Dimos,0,0.3770751950289888,231.47057,Gaitas Platinum,462098
TRAGPZS128F9332248,Supertalented,Fax Me,0,0.0,96.65261,LOAF Presents: Domestic POP,635129
TRAGQBY128F42635B7,James Taylor,One More Go Round,0,0.4072330149011048,280.81587,New Moon Shine,282022
TRAGQCY128F147B630,45 Grave,Surf Bat (Album Version),1983,0.2148642269321885,118.38649,Sleep In Safety,38352
TRAGQDM128F92E8E51,Roommate,Isn't Radio,0,0.26695518627553855,367.01995,We Were Enchanted,330759
TRAGQEN128F92E118C,The Dee Jays,Dum Dum (Marble Breaks And Iron Bends),0,0.0,174.21016,The Dee Jays / Baby Talk - Best of,520987
TRAGQKG128F9332F7A,Brian Tyler,I Dream Of Chi Chi,2009,0.21204540548371908,52.87138,Dragonball Evolution,418586
TRAGQLB128F422AB83,Orquesta Aragon,Eso No Tiene Remedio,0,0.34092275586437804,308.76689,Homenaje,234236
TRAGQLG128F9351109,Brian Eno And David Byrne,The Jezebel Spirit,1981,nan,296.33261,New Romantics,647942
TRAGQMQ12903CC4279,Bézu,Le chacha des gorilles,0,0.0,275.3824,Maxi ambiance 50 titres,673258
TRAGQQK128F42561AB,Edu Lobo,Canto Triste,1967,nan,309.52444,Meia-Noite,199694
TRAGQVO128F145C0AF,Gang Starr,Say Your Prayers,1991,0.5725930448161254,84.63628,Step In The Arena,24239
TRAGQWI12903CF58A5,Nestor Torres,Rhumboso,0,0.23951718017535695,294.53016,Dances_ Prayers_ & Meditations For Peace,602410
TRAGQXP128F92EE64C,Philip Glass,The Kiss: Chris & The Model Airplane,0,nan,289.4624,Philip Glass: Undertow,609374
TRAGQZD128F42761EF,Herbert Von Karajan,Variations Sur Un Theme De Haydn Op51,0,nan,1143.03955,Violin Concerto_ Op.77 Etc.,158386
TRAGRBP128F422B80A,Stephan Micus,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),1988,nan,519.8624,Twilight Fields,179488
TRAGRHC128F933E939,Pumpkin Buzzard,Gumby Killed the Dinosaur (House Mix),0,nan,137.63873,Perfect Dragon,639908
TRAGRHF128F4295A42,Edmond Leung,Ling Shi Shi Ji Fen,0,nan,234.1873,Edmond Leung Collections,300907
TRAGRIH128F426FE32,Gabriel Yared,Devon,2003,0.3135621142479342,229.98159,Sylvia,286907
TRAGRLY128F1466214,Herbert Von Karajan,Si Mi Chiamano Mimila Boheme Act1 Remast,0,nan,288.41751,Karajan & L'Opera,27633
TRAGROY128F92D2C53,Sister Hazel,This Kind Of Love (Full Band),0,0.6169223675944069,230.37342,This Kind Of Love,320428
TRAGRRP12903CD2911,Wolfmother,White Feather,2009,nan,316.21179,White Feather,722546
TRAGRWL128F92FA2F6,Janice Robinson,Dreamer (Jamie J Sanchez Club Mix),0,0.26586104921065007,459.33669,Dreamer 'Remixed',443082
TRAGSFU12903D0D340,The Aftermath,Might As Well Laugh,0,nan,118.30812,Degenerate Fuck Crew,699549
TRAGSGF128E0780CA7,Coldplay,One I Love,2002,0.8102636131560579,274.41587,In My Place,307
TRAGSIT128F426F746,ZO2,Isolate,2007,0.4051157216913865,276.4273,Ain't It Beautiful,258315
TRAGSIX128F92E0933,Wednesday 13's Frankenstein Drag Queens From Planet 13,Bark At The Moon (Album Version),0,nan,239.20281,Viva Las Violence,78740
TRAGSJK128F1491F0A,Ed Byrne,Who's Your Daddy?,0,nan,330.63138,Ed Byrne - Pedantic and Whimsical,51357
TRAGSJQ128F149EF8D,Every Time I Die,California_ Gracefully,2001,0.5746932970850078,171.59791,Last Night In Town,57839
TRAGSKH12903CCCAA9,Andrew W.K.,Don't Call Me Andy,2006,0.5306630301441494,165.51138,Close Calls With Brick Walls / Mother of Mankind,765362
TRAGSNG12903CB73C8,Onyx,The Force,0,nan,317.46567,The History Of House Parties_ vol. 3,711892
TRAGSOA128E078F934,Burning Spear,It's A Long Way Around,1977,0.4961753356732933,185.5473,Dry & Heavy,14561
TRAGSQU128F145693D,Methods Of Mayhem / Scott Kirkland,Narcotic,1999,0.6058550313785807,199.31383,Methods Of Mayhem,22379
TRAGSWL12903CF67CB,Lisa Lynne,Still I Will,2001,0.7278916337491327,261.95546,Maiden's Prayer,602698
TRAGSWQ128F428109C,The Sun Harbor's Chorus-Documentary Recordings,Taps,0,0.27263298075238634,59.32363,America's bugle calls,95078
TRAGSZA128F146A11A,Bryan Ferry,Don't Worry Baby (1999 Digital Remaster),1973,0.4072330149011048,253.12608,These Foolish Things,29026
TRAGTDM12903CE2E9D,Maysa,Ouça,2008,nan,180.87138,Maysa,729053
TRAGTFI12903CA06E7,BLEED THE SKY,Kettle Black,2008,0.4574471670851005,202.91873,Murder The Dance,659943
TRAGTGA12903D0EE38,Fred Locks,Mama Don't Know Love,0,nan,242.38975,Never Give Up,700191
TRAGTLG128F93243AC,Ragheb Alama,Al'amadalah Assa'bah (2004 Digital Remaster),0,0.0,319.37261,Ya Hayati,360259
TRAGTNK128F14732E1,Sasha,Turn It Into Something Special (Svengali's remix für Elisa),0,nan,265.84771,Turn It Into Something Special,34396
TRAGTPQ128F42920A5,Dolores Keane,Storm In My Heart,1993,nan,272.5873,Celtic Woman 3,223655
TRAGTPT128F422D7DC,Lauren Wagner & Fred Weldy,Social Note,0,nan,51.12118,American Song Recital: Works of Bernstein_ Hundley_ Bowles...,235295
TRAGTUF128F42297F1,Mr. Sancho,I'm callin,0,0.2237356224398594,182.22975,Foreplay,233908
TRAGTUL12903CC81E8,Tony Danza Tap Dance Extravaganza_ The,Cliff Burton Surprise,0,0.487956976897315,198.66077,The Tony Danza Tap Dance Extravaganza,807578
TRAGTXE128F4229231,Hurricane,I'm On To You,1988,nan,236.042,Over The Edge,233782
TRAGUAA128F4291AB1,Adolph Hofner,How I Miss You Tonight,0,0.0,135.07873,South Texas Swing,223566
TRAGUCZ128F426E5F6,Charlie McCoy,Night Life,1991,nan,282.53995,Harpin´ The Blues,285607
TRAGUHI12903C9F729,Suicide,Shadows of the thought,0,nan,321.30567,Decade of Suicide/10 years after beginning,703022
TRAGUJK128F42A75C3,Mötley Crüe,Wild Side,1987,nan,248.55465,Music To Crash Your Car To,306057
TRAGUMD128F9313BC2,Alex Gopher,Aurora (Rory's Cassette Jam Remix),0,0.0,396.87791,Aurora_ Vol.2 - EP,406176
TRAGUMU128F92F6963,Cockney Rejects,Big Time Charlie,2007,nan,182.25587,Unforgiven,612184
TRAGUNG128F92F67B3,Wayne Watson,Somebody Sing,0,0.0,228.49261,Living Room,338819
TRAGUPU128F42685F4,D.O.W.N.,Hustlin',0,0.0,312.39791,Southern Slang (Chopped & Screwed),207670
TRAGUPV128F93354DE,SOL,Puedes ser feliz,0,nan,251.79383,Sol,465056
TRAGURD12903CF497F,Philip Bailey,Sometime Ago,0,nan,227.47383,Soul On Jazz,602229
TRAGUSI128F42668FD,Lee Michaels,My Lady,0,0.2486177236433898,249.80853,Live,88561
TRAGVAO128F4289B5D,Mobb Deep,Up North Trip,1995,0.6366359710042119,298.00444,The Infamous,294998
TRAGVBL128EF35920C,The American Boychoir,Intermezzo,0,nan,224.54812,Lullaby - Music for the Quiet Times,79225
TRAGVCD128F42A4C01,Mr. Lif,For You,2006,0.41967427880955327,327.6273,Mo' Mega,118939
TRAGVEK128F42680B6,Felix Slatkin/Concert Arts Symphonic Band,El Capitan (1998 Digital Remaster),0,nan,138.57914,The Military Band - Salute to the Services,154001
TRAGVGB128F423098D,Shirley Caesar,Healed (LP Version),0,nan,266.03057,He's Working It Out For You,128937
TRAGVJG128F93386C6,Cherrelle,Into My Eyes,1999,0.0,290.82077,The Right Time,466293
TRAGVJI128F9331513,Jim Chappell,Almost Us,1997,0.0,217.49506,In Search Of The Magic,506876
TRAGVKL128F427E896,Pearl Jam,4/20/02,0,nan,232.35873,Lost Dogs,291748
TRAGVMH128F14ADF05,Petra,Don't Let Your Heart Be Hardened (This Means War Album Version),0,0.0,222.61506,Petraphonics,64413
TRAGVOE128F92FFDD2,Yamandu + Dominguinhos,Chorando Baixinho,0,nan,276.79302,Yamandu + Dominguinhos,532854
TRAGVOF128F4292ED0,The Paul Butterfield Blues Band,Pretty Woman (LP Version),1971,0.24919965586187243,228.75383,Sometimes I Just Feel Like Smilin',109040
TRAGVRD12903D09FED,Arsonists Get All The Girls,Violence in Fluid Triceratops,2009,0.7314733570496581,240.92689,Portals,744095
TRAGVRL128F4264526,Teena Marie,How Can You Resist It,1990,0.26695518627553855,328.56771,Ivory,282362
TRAGVTG128F92FE9E2,Jerry Butler,He Will Break Your Heart,1960,nan,167.18322,Spotlight On Jerry Butler,342182
TRAGVWF128F4230C95,Irma Thomas,The Same Love That Made Me Laugh  [LP Version],0,0.0,195.36934,I Believe To My Soul,128985
TRAGWDA128F1473193,Sasha,Do It To Me,0,nan,181.65506,We Can Leave The World,34351
TRAGWHX12903CFAB71,Hot Wire,Like A Prayer (Tribute To Madonna),0,0.0,194.66404,Tribute,783194
TRAGWJK12903CE640F,RUN-DMC,Faces,1990,0.4507622416414992,267.59791,Original Album Classics,597033
TRAGWJS128F933005F,Patrick Saint-Eloi,Ola ou yé,0,0.0,314.122,Zoukolexion_ vol. 1,417678
TRAGWKV128F92C316A,Avril Lavigne,How Does It Feel,2004,nan,224.93995,Under My Skin,312389
TRAGWMO12903CFD994,Evergreen Terrace,Look Up At The Stars And You're Gone,2001,0.5109620440021506,159.4771,Losing All Hope Is Freedom,605243
TRAGWOU12903CE3BF1,James Ingram,A Baby's Born,1993,0.0,376.68526,Always You,774126
TRAGWPR128F426BDC3,Danilo Perez / Claus Ogerman,The Saga Of Rita Joe,2008,0.0,459.31057,Across The Crystal Sea,265300
TRAGWTT128F148CF2C,Sister Hazel,Cerilene,1997,0.5982421548680179,332.93016,...Somewhere More Familiar,47538
TRAGWUS128F4284292,Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,0,nan,284.23791,Solomon Vol. 2,254009
TRAGXAI128F4279B2B,Juan Carlos Baglietto,Tiempos Dificiles,1982,0.20138744193431418,232.61995,Actuar Para Vivir,160142
TRAGXBC128F148E5CC,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,1. Molto allegro con fuoco,0,nan,413.1522,Mendelssohn: Piano Concertos Nos.1 & 2 etc,48105
TRAGXBL128F149EBA2,Crabby Appleton,Go Back,1970,0.5701059300583878,186.69669,Rhino Hi-Five: Crabby Appleton,57767
TRAGXBL12903CF2C9A,Dave Rave_ Mark McCarron,They Held Hands,0,nan,165.61587,In the Blue of My Dreams,689685
TRAGXBP128F42311F4,Remi Nicole,Rock N Roll,0,nan,379.37587,Rock N Roll - Remix EP,181884
TRAGXDW128F933843F,André Blot,Breiz Ma bro,0,nan,179.85261,Le tour de France de l'accordéon,420338
TRAGXHN128F933F557,All Leather,As The Hog Pisseth,0,0.476435219642529,108.38159,Hung Like A Horse EP,511911
TRAGXKH128F428BD2F,Billy Bragg,Goodbye (Solo Version),2008,0.23158498839158823,180.1922,I Keep Faith,239553
TRAGXNT12903CEB1B9,Little Milton,My Way,0,nan,264.59383,Guitar Man,599144
TRAGXNU128F932C7D8,Junior Jack,E Samba (Accapella),0,0.7903445603060839,96.10404,Defected Accapellas Volume 4,416722
TRAGXUZ128F9311745,Johnny Cash,You Tell Me,1959,nan,80.03873,The Original Johnny Cash Volume 1,623039
TRAGYBS128F4227AD5,Lil Boosie,I Remember (amended album version),2006,0.5915389293224396,243.35628,Bad Azz,124109
TRAGYDZ12903D0957F,Candlebox,Lover Come Back To Me,0,nan,283.66322,Into The Sun [Amended],743805
TRAGYEF128F426DF61,Mark Lowry,Jesus Laughing (Some Things Never Change Version),0,nan,205.26975,Some Things Never Change,155729
TRAGYJM128EF3466D2,Dinosaur Jr.,Been There All The Time,2007,0.6292127100645375,220.70812,Been There All The Time,70297
TRAGYKT128F92F5D8A,Marisela,Loca (a/k/a Crazy) (Version Banda),0,nan,162.55955,Exitos Con Banda,529055
TRAGYLX128F427C5EC,Wilshire,When,2003,nan,181.49832,New Universe,290943
TRAGYMA128EF34B55E,Lionel Rogg,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,0,nan,172.38159,J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,72043
TRAGYML128F4286683,The Oh Sees,It Killed Mom,0,0.5797287486139356,162.37669,Thee Oh Sees Sucks Blood,219160
TRAGYPG128F9326C28,Bob Margolin,Baby_ Baby_ Baby,0,0.23871828454406044,198.84363,In North Carolina,547104
TRAGYRZ128F429AB6B,Kitty Kallen,If You Smile At The Sun,0,nan,151.92771,Our Lady... Kitty Kallen,301400
TRAGYXF12903CC55B2,Autonomous Bass Heads,Beat Conductor,0,0.0,307.722,Get Ready Bass,717333
TRAGYXL128F92F9FCB,Cowboy Mouth,Disconnected,0,nan,237.60934,Uh-Oh,443061
TRAGZBS128F931DF7C,Jeff Talmadge,The Hard Part's Letting Go,0,nan,228.62322,The Spinning of the World,543288
TRAGZCW128EF34B85B,Krystof,Ostravaczech,2006,0.4348380902608562,285.67465,Rubikon,72103
TRAGZDU128F93070B1,Dwight Twilley,Tomorrow Never Knows,0,nan,224.54812,The Beatles,345449
TRAGZFK128F92F43F1,Tum Tum,So Fresh,0,0.0,209.18812,The Return Of O-Tumma,657107
TRAGZHM12903CAEF3A,Mägo de Oz,Qué Desilusión,2010,0.43965465970686407,295.31383,Bajo La Corteza (26 Canciones De Leño),754327
TRAGZIJ12903CE27E4,Johnny Osbourne,Come ALong,0,0.0,200.41098,Nightfall Showcase,773676
TRAGZKI128F4249FBE,Moraes Moreira,Banho De Amor,1991,0.0,280.65914,Bahião Com H,141876
TRAGZNX128F92F40E9,Darko,Danote,0,nan,378.67057,This Is What The Universe Sounds Like,439909
TRAGZOK128F14ADF45,Petra,Angel Of Light (Never Say Die Album Version),0,nan,262.21669,The Rock Block,64420
TRAGZQD128F428E68B,Plasmatics,Dream Lover,1980,0.5428987432910862,344.24118,New Hope For The Wretched,106026
TRAGZRF128E0781872,Inspiral Carpets,Party In The Sky,1994,0.5317220984213001,232.12363,Devil Hopping,770
TRAGZRR128F4295E1C,Stern,Tüflische Plan,0,0.0,241.13587,Stern,300419
TRAGZTU128F9348113,Yuridia,Regresa A Mi (Unbreak My Heart),0,0.4454545254934259,264.54159,Habla El Corazon,514842
TRAHABF128F427E12C,Furry Lewis,I Will Turn Your Money Green (Tk. 1),0,nan,188.02893,Furry Lewis 1927 - 1929,99054
TRAHABN12903CBD3C5,Bryan White,I Can't Wait 'Til Christmas (LP Version),1999,0.0,240.90077,Dreaming Of Christmas,759494
TRAHAGF128F92EE1D5,Dirty Harry,The Fortway,0,nan,559.75138,Henry Street Music Volume 11,436856
TRAHAMC128F425B346,Kurt Tepperwein,Subliminal mit Naturgeraeuschen,0,nan,1222.42567,Kaufen lassen - Beziehungs-Management,201488
TRAHAOP128F42AC92E,Alberto Cortez,Guitarra Dimelo Tu,0,0.3347065490692206,183.17016,Colección Diamante: Alberto Cortez,122921
TRAHBEF128F42416F7,Bounty Killer,Gun Thirsty,2001,nan,225.25342,Nah No Mercy - The Warlord Scrolls,138140
TRAHBGV128F92F0790,M.I.K.E.,Hollow Dream,2006,0.34092275586437804,440.52853,The Perfect Blend,391019
TRAHBKC128F426E014,Bill & Gloria Gaither,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),0,0.28517574266835705,196.17914,The Best Of Homecoming - Volume One,155742
TRAHBMA128F93167AE,Gyptian,Lonely,0,0.0,253.70077,System's Riddim,624865
TRAHBMV12903D0553D,Les Hou-Lops,Hold me,0,nan,150.46485,Collection de chansons rares des groupes des années 60 Volume 1,696269
TRAHBNZ128F92FC2A7,Camp Lo,Uptown,2009,0.4137398358601097,214.46485,Another Heist,614267
TRAHBOC128F9322A62,The Gone Jackals,That Blows My Mind (Slammin' and Way Out There!),1998,0.3867901771390143,228.93669,Blue Pyramid,457876
TRAHBOV128F92EF77A,Wonderland,You,0,nan,172.30322,On The Barricades,527222
TRAHBQT128F4213403,Blackalicious,Ego Trip by Nikki Giovanni,1999,0.6451314372414961,104.93342,Nia,225509
TRAHBWE128F9349247,The Shirelles,Dedicated To The One I Love,1960,0.0,127.29424,Where Or When,644803
TRAHBWK12903D0044A,Burning Spear,Walking In Dub,2009,0.5216592580484611,146.88608,Soul Kitchen (The Original Motion Picture Soundtrack),784940
TRAHBXB128F42797AE,Alice In Chains,I Know Somethin (Bout You),1990,nan,261.77261,Jar of flies / Facelift / Dirt,290005
TRAHCBD128F9336A3E,Toots & The Maytals,Sweet & Dandy,1984,nan,169.53424,From Bam Bam To Cherry Oh! Baby,420138
TRAHCDJ128F9310F1C,Fever Ray,When I Grow Up,2009,0.5159636307203983,359.36608,When I Grow Up,405085
TRAHCHN128F4276D58,Gipsy Kings,Somos Gitanos,2001,0.5231661082108239,222.92853,Somos Gitanos,289146
TRAHCNT128EF360EFD,Flor Silvestre,Gaviota Traidora,0,nan,150.12526,Flor Silvestre,82925
TRAHCQZ12903CFF0B9,Patrick Lamb,I Remember,2007,0.0,290.37669,Soul of a Free Man,605707
TRAHCRI128F4255C6E,Asleep At The Wheel,Let Me Go Home Whiskey,0,0.0,254.58893,Texas Gold/Comin' Right At Ya,199578
TRAHCTH128F9330B4A,Amoral,The Last Round,2004,0.4507622416414992,520.88118,Wound Creations,550937
TRAHCUE128F935916E,Melvins,You've Never Been Right - (Live In Boston_ MA 2008),2009,0.3347065490692206,165.38077,Pick Your Battles,565234
TRAHCVT128F4282806,L.A. Guns,Magdalaine,1989,0.6406840303493887,398.44526,Cocked & Re-Loaded (Millenium Edition),95431
TRAHCZO128F933EA9B,Stan,Luv,0,nan,254.95465,Everything,639962
TRAHDCA128F92E8221,S.U.P,Insanity,0,nan,369.24036,The Holy Bible 1992-2002,330070
TRAHDIR12903CEB9EE,Butthole Surfers,Wichita Cathedral [live],0,0.4944895175021134,165.38077,Butthole Surfers  + PCPpep,599298
TRAHDJK128F934281D,Los Brujos,Si Yo Tuviera,0,0.21508031850922793,36.54485,San Cipriano,511959
TRAHDJL128F9305B80,Janis Joplin,Piece Of My Heart,1972,nan,266.23955,Janis,280736
TRAHDKE12903CD4C45,Vivian,Better,0,nan,184.63302,Nordic Hotel,591200
TRAHDNJ128F4241432,Slipknot,The Heretic Anthem (Live version) (Album Version),0,nan,397.24363,9.0 Live,138026
TRAHDQV12903D08C3A,Varios,II Allegro,0,nan,165.66812,Joaquim Homs - Música de Cambra,697559
TRAHDSD12903CFE7D0,Atom,Merzwaltz,0,0.0,331.88526,Ikebana : Merzbow's Amlux Rebuilt_ Reused and Recycled,605532
TRAHDSO128F426B033,Jimmy Wyble,No More Blues,2005,0.26695518627553855,181.96853,Goodbye My Heart - Country,208882
TRAHDUP128F9332D64,Die Symphony,Ugly Like Me (Demo Version),0,nan,231.67955,Online Exclusive: Demos & Rarities,464074
TRAHDXD128F4264AA2,Charlie Peacock,Hot Night Downtown,1988,0.2884816426560289,202.34404,West Coast Diaries Vol.1-cass.,152528
TRAHDYQ128F930CE03,Paul Geremia,Tootie Blues,2004,0.319565986882865,204.56444,Screamin' and Hollerin' The Blues,620938
TRAHEAC128F4266DA2,Andy Griffith,The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),0,0.0,215.48363,Love To Tell Story-25 Hymns,153305
TRAHECO128F9360EB4,Walter Trout,Obstacles in My Way,1997,0.0,233.24689,Positively Beale Street,653733
